Test Case_ID,Test Case,Functionality
TC_7523,Check user is able to edit workflow history,Positive
TC_7524,Check user is able to click on application closer,Positive
TC_7525,"Check user is able to below content 
1. Is the payment completed
2. Is the folio active
3. is the allotment completed",Positive
TC_7526,Check user is able to click on yes radio button ,Positive
TC_7527,Check user should able to see madetory fields,Positive
TC_7528,Check user is able to click on mode of payment dropdown ,Positive
TC_7529,Check user is able to click on account type dropdown,Positive
TC_7530,Check user is able to click on check and RTGs number,Positive
TC_7531,Check user is able to click on date field,Positive
TC_7532,Check user is able to click on drown on bank field,Positive
TC_7533,check user is able to click on branch & city field,Positive
TC_7534,Check user is able to click on upload document,Positive
TC_7535,Check user is able to click on view document,Positive
TC_7536,Check user is able to click on change document,Positive
TC_7537,Check user is able to click no radio button,Positive
TC_7538,Check user is able click on yes radio button,Positive
TC_7539,Check user is able to enter folio number in folio number field,Positive
TC_7540,Check user is able to click no radio button,Positive
TC_7541,Check user is able to click on yes radion button,Positive
TC_7542,Check user is able to click valuation  field,Negative
TC_7543,Check user enter unit allocation field,Positive
TC_7544,Check user is able to enter values in Nav field,Positive
TC_7545,Check user is able to select date form calender,Positive
TC_7546,Check user is able to click on save button,Positive
TC_7547,Check user is able to click no radio button,Positive
TC_7548,Check user is able to click on investor name,Positive
TC_7549,Check user is able to see distributor/branch details on distributor/branch details panel,Positive
TC_7550,Check user is able to click on next button,Positive
TC_7551,Check user is able to see applicants details in appliant details panel,Positive
TC_7552,Check user is able to see identity details on identity details panel (first holder),Positive
TC_7553,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_7554,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_7555,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_7556,Check user is able to see fataca details on fatca/crs declaration (first holder) panel,Positive
TC_7557,Check user is able to see nominee details on nominee details panel (first holder,Positive
TC_7558,Check user is able to see bank account details on bank details(first holder) panel,Positive
TC_7559,Check user is able to investment details in investment details (first holder) panel,Positive
TC_7560,Check user is able to see fee structure on fee structure (first holder) panel,Positive
TC_7561,Check user is able to see source of investement and PMLA details on panel,Positive
TC_7562,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_7563,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_7564,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_7565,Check user is able to see reviewed status,Positive
TC_7566,Check user is able to click on setting tab,Positive
TC_7567,Check user is able to click on change password button,Positive
TC_7568,Check user is able to enter Current password,Positive
TC_7569,Check user enter invalid current password,Positive
TC_7570,Check user is able enter valid password in new password field,Positive
TC_7571,Check user is enter invalid password in new password field,Negative
TC_7572,Check user is able enter valid password in confirm new password field,Positive
TC_7573,Check is able to enter invalid password which is not match with new password,Negative
TC_7574,Check user is able to enter valid login credentials,Positive
TC_7575,Check user is able to enter invalid login credentials,Positive
TC_7576,Check user is able to see 4 cards,Positive
TC_7577,Check user is able to click on view my task button,Positive
TC_7578,Check user is able to click on header column name,Positive
TC_7579,Check user can search for things in the table using the search bar.,Positive
TC_7580,"Check user is able to select how many entries the User wants visible on one page using the dropdown option on the left [10, 25, 50, 100].",Positive
TC_7581,Check user is able to see application data,Positive
TC_7582,Check user is able to click on kabab menu,Positive
TC_7583,Check user is able to click on 'Counter sign',Positive
TC_7584,Check user is able to click on NSDL,Positive
TC_7585,Check user is able to enter aadhar number on NSDL page,Positive
TC_7586,Check user is not able to enter addhar number,Positive
TC_7587,Check user is able to click on send otp button,Positive
TC_7588,Check user is able to recieve OTP sent to the mobile number which is registed with aadhar card,Positive
TC_7589,Check user is able to enter invalid OTP,Positive
TC_7590,Check once the Trustee e-sign is completed,Positive
TC_7591,Check user is able to click on header column name,Positive
TC_7592,Check user can search for things in the table using the search bar.,Positive
TC_7593,"Check user is able to select how many entries the User wants visible on one page using the dropdown option on the left [10, 25, 50, 100].",Positive
TC_7594,Check user is able to see application data,Positive
TC_7595,Check user is able to click on kabab menu,Positive
TC_7596,Check user is able to click on 'Counter sign',Positive
TC_7597,Check user is able to click on NSDL,Positive
TC_7598,Check user is able to enter aadhar number on NSDL page,Positive
TC_7599,Check user is not able to enter addhar number,Positive
TC_7600,Check user is able to click on send otp button,Positive
TC_7601,Check user is able to recieve OTP sent to the mobile number which is registed with aadhar card,Positive
TC_7602,Check user is able to enter invalid OTP,Positive
TC_7603,Check once the Trustee e-sign is completed,Positive
TC_7604,Check user is able to click on setting tab,Positive
TC_7605,Check user is able to click on change password button,Positive
TC_7606,Check user is able to enter Current password,Positive
TC_7607,Check user enter invalid current password,Positive
TC_7608,Check user is able enter valid password in new password field,Positive
TC_7609,Check user is enter invalid password in new password field,Positive
TC_7610,Check user is able enter valid password in confirm new password field,Positive
TC_7611,Check is able to enter invalid password which is not match with new password,Positive
TC_7612,Check user is able to enter valid login credentials,Positive
TC_7613,Check user is able to enter invalid login credentials,Positive
TC_7614,Check user is able to see 4 cards,Positive
TC_7615,Check user is able to click on view my task button,Positive
TC_7616,Check user is able to click on header column name,Positive
TC_7617,Check user can search for things in the table using the search bar.,Positive
TC_7618,"Check user is able to select how many entries the User wants visible on one page using the dropdown option on the left [10, 25, 50, 100].",Positive
TC_7619,Check user is able to see application data,Positive
TC_7620,Check user is able to click on kabab menu,Positive
TC_7621,Check user is able to click on 'Counter sign',Positive
TC_7622,Check user is able to click on NSDL,Positive
TC_7623,Check user is able to enter aadhar number on NSDL page,Positive
TC_7624,Check user is not able to enter addhar number,Negative
TC_7625,Check user is able to click on send otp button,Positive
TC_7626,Check user is able to recieve OTP sent to the mobile number which is registed with aadhar card,Positive
TC_7627,Check user is able to enter invalid OTP,Negative
TC_7628,Check once the Trustee e-sign is completed,Positive
TC_7629,Check user is able to click on header column name,Positive
TC_7630,Check user can search for things in the table using the search bar.,Positive
TC_7631,"Check user is able to select how many entries the User wants visible on one page using the dropdown option on the left [10, 25, 50, 100].",Positive
TC_7632,Check user is able to see application data,Positive
TC_7633,Check user is able to click on kabab menu,Positive
TC_7634,Check user is able to click on 'Counter sign',Positive
TC_7635,Check user is able to click on NSDL,Positive
TC_7636,Check user is able to enter aadhar number on NSDL page,Positive
TC_7637,Check user is not able to enter addhar number,Positive
TC_7638,Check user is able to click on send otp button,Positive
TC_7639,Check user is able to recieve OTP sent to the mobile number which is registed with aadhar card,Positive
TC_7640,Check user is able to enter invalid OTP,Positive
TC_7641,Check once the Trustee e-sign is completed,Positive
TC_7642,Check user is able to click on setting tab,Positive
TC_7643,Check user is able to click on change password button,Positive
TC_7644,Check user is able to enter Current password,Positive
TC_7645,Check user enter invalid current password,Positive
TC_7646,Check user is able enter valid password in new password field,Positive
TC_7647,Check user is enter invalid password in new password field,Positive
TC_7648,Check user is able enter valid password in confirm new password field,Positive
TC_7649,Check is able to enter invalid password which is not match with new password,Positive
TC_7650,"Check if user enters number of Applicant as ""2"" then joint radio button is selected automatically in ""Application type and Applicant type details "" panel ",Positive
TC_7651,Check whether user is able to see second holder details on Application quick view page ,Positive
TC_7652,Check whether user is able to see and click on second holder's name ,Positive
TC_7653,Check whether after clicking on second holder name user is redirected to AIF Application ,Positive
TC_7654,"Check whether user is able to see following panel with details:
1. Application ID
2. Application - Applicant type
3. Total Investment (INR)
4. Number of Applicants 
5. Select Applicant",Positive
TC_7655,Check whether user is able to see data in the above mentioned panel,Positive
TC_7656,"Check whether user is able to see second holder's name in ""Select Applicant"" dropdown",Positive
TC_7657,Check whether user is able to select any one option from dropdown,Positive
TC_7658,Check whether after selecting the option from dropdown the application of that user is displayed  ,Positive
TC_7659,"Check whether user is able to see following panel
1. Applicant PAN verification.
2. Identity details
3. Contact details
4. Occupation and Education details.
5. Name difference declaration
6. Fatca / CRS declaration
7. Specimen signature 
8. Preview application ",Positive
TC_7660,Check by filling APPLICANT PAN VERIFICATION and proceed further,Positive
TC_7661,Check by filling IDENTITY DETAILS tab and proceed further,Positive
TC_7662,"Check In case there are errors in the OCR read,that all 12-digits of the Aadhaar number have returned as �XXXX�",Positive
TC_7663,Check If the User clicks on �Save� without updating the last 4 digits,Positive
TC_7664,Check if user clicks on save button with upadting the last 4 digits,Positive
TC_7665,Check by filling CONTACT DETAILS tab,Positive
TC_7666,Check by filling OCCUPATION & EDUCATION DETAILS tab,Positive
TC_7667,Check by filling INVESTMENT / RISK PROFILE tab,Positive
TC_7668,Check by filling NAME DIFFERENCE DECLARATION tab,Positive
TC_7669,Check by filling FATCA / CRS DECLARATION tab,Positive
TC_7670,Check  Preview form and proceed further,Positive
TC_7671,Complete esign for second holder,Positive
TC_7672,Check by filling Live photo capture ,Positive
TC_7673,Check if Liveness status  as PASS,Positive
TC_7674,Check status if face not matched to the face on the ID proof provided in identity details,Positive
TC_7675,Check if user attempts 2 retry,Positive
TC_7676,Check If a User wishes to change captured photo by clicking on change document,Positive
TC_7677,Check whether after clicking live photo user is able to see GPS and Time  ,Positive
TC_7678,Check whether user is able to click on Next button after clicking on ,Positive
TC_7679,Check by filling APPLICANT CONSENT TAB,Positive
TC_7680,Check by filling APPLICATION E-SIGN tab,Positive
TC_7681,Check by filling COMPLETION tab,Positive
TC_7682,Check application form after esign,Positive
TC_7683,Check data in PDF ,Positive
TC_7684,Check whether same application id is displayed in Admin module login,Positive
TC_7685,Check whether same application id is displayed in Checker module login,Positive
TC_7686,Check if changes done by admin are displayed on checker login and vice versa ,Positive
TC_7687,Check whether user is able to see same application ID on checker login  ,Positive
TC_7688,Check user is able to click on investor name,Positive
TC_7689,Check user is able to see distributor/branch details on distributor/branch details panel,Positive
TC_7690,Check user is able to click on next button,Positive
TC_7691,Check user is able to see applicants details in appliant details panel,Positive
TC_7692,Check user is able to see identity details on identity details panel (first holder),Positive
TC_7693,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_7694,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_7695,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_7696,Check user is able to see fataca details on fatca/crs declaration (first holder) panel,Positive
TC_7697,Check user is able to see nominee details on nominee details panel (first holder,Positive
TC_7698,Check user is able to see bank account details on bank details(first holder) panel,Positive
TC_7699,Check user is able to investment details in investment details (first holder) panel,Positive
TC_7700,Check user is able to see fee structure on fee structure (first holder) panel,Positive
TC_7701,Check user is able to see source of investement and PMLA details on panel,Positive
TC_7702,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_7703,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_7704,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_7705,Check user is able to see applicants details in appliant details panel,Positive
TC_7706,Check user is able to see identity details on identity details panel (second holder) ,Positive
TC_7707,Check user is able to see contact details on contact details (second holder) panel,Positive
TC_7708,Check user is able to see occupation and education details on occupation and education details (second holder) panel,Positive
TC_7709,Check user is able to see name differance data on name differance declaration (second holder) panel,Positive
TC_7710,Check user is able to see fatca details on fatca/crs declaration  (second holder)  panel,Positive
TC_7711,Check user is able to see specimen signature on specimen signature (second holder) panel,Positive
TC_7712,Check user is able to see proof of identity on proof of identity (second holder) panel,Positive
TC_7713,Check user is able to see complete review details on complete review (second holder) panel,Positive
TC_7714,Check whether same application id is displayed in Checker/admin module login,Positive
TC_7715,Check whether same application id is displayed in Authsign module login,Positive
TC_7716,Check whether user is able to perform countersign on application by Authsign ,Positive
TC_7717,Check whether same application id is displayed in Trustee module login,Positive
TC_7718,Check whether user is able to perform countersign on application by trustee ,Positive
TC_7719,Check whether user is able to enter nominee for first holder ,Positive
TC_7720,Check whether user is able to complete the application for first holder ,Positive
TC_7721,Check by filling DISTRIBUTOR / MOAMC BRANCH DETAILS and proceed further,Positive
TC_7722,Check by filling APPLICATION TYPE & APPLICANT(S) DETAILS and proceed further,Positive
TC_7723,Check by filling APPLICANT PAN VERIFICATION and proceed further,Positive
TC_7724,Check by filling KYC VERIFICATION and proceed further,Positive
TC_7725,Check by filling IDENTITY DETAILS tab and proceed further,Positive
TC_7726,"Check In case there are errors in the OCR read,that all 12-digits of the Aadhaar number have returned as �XXXX�",Positive
TC_7727,Check If the User clicks on �Save� without updating the last 4 digits,Negative
TC_7728,Check if user clicks on save button with upadting the last 4 digits,Positive
TC_7729,Check by filling CONTACT DETAILS tab,Positive
TC_7730,Check by filling OCCUPATION & EDUCATION DETAILS tab,Positive
TC_7731,Check by filling INVESTMENT / RISK PROFILE tab,Positive
TC_7732,Check by filling NAME DIFFERENCE DECLARATION tab,Positive
TC_7733,Check by filling FATCA / CRS DECLARATION tab,Positive
TC_7734,Check by filling NOMINATION DETAILS? tab,Positive
TC_7735,Check by filling nominee allocation as 100%,Negative
TC_7736,Check by entering nominee as minor ,Positive
TC_7737,Check by filling BANK ACCOUNT DETAILS? tab,Positive
TC_7738,Check vaidation message if user enters invalid data ,Positive
TC_7739,Check by filling INVESTMENT DETAILS? and proceed further,Positive
TC_7740,Check by filling FEE STRUCTURE? and proceed further,Positive
TC_7741,Check by filling  SOURCE OF INVESTMENT & PMLA DETAILS and proceed further,Positive
TC_7742,Check by filling  specimen signature and proceed further,Positive
TC_7743,Check  Preview form and proceed further,Positive
TC_7744,Complete esign for single holder,Positive
TC_7745,Check by filling KYC VERIFICATION details and proceed further,Positive
TC_7746,"Check by filling AADHAAR PAPERLESS E-KYC VALIDATION details only if user selects option as ""yes"" in indentity details panel or contact details panel ",Positive
TC_7747,Check by filling Live photo capture details and proceed further ,Positive
TC_7748,Check if user Capture photo,Positive
TC_7749,Check if user clicks on cancel button,Positive
TC_7750,Check if user clicks on next button,Positive
TC_7751,Check if user clicks on capture,Positive
TC_7752,Check if Liveness status  as PASS,Positive
TC_7753,Check status if face not matched to the face on the ID proof provided in identity details,Positive
TC_7754,Check if user attempts 2 retry,Positive
TC_7755,Check If a User wishes to change captured photo,Positive
TC_7756,Check by filling APPLICANT CONSENT TAB,Positive
TC_7757,Check by filling APPLICATION E-SIGN tab,Positive
TC_7758,Check by filling COMPLETION tab,Positive
TC_7759,Check application form after esign,Positive
TC_7760,Check whether after selecting the option from dropdown the application of that user is displayed  ,Positive
TC_7761,"Check whether user is able to see following panel
1. Applicant PAN verification.
2. Identity details
3. Contact details
4. Occupation and Education details.
5. Name difference declaration
6. Fatca / CRS declaration
7. Specimen signature 
8. Preview application ",Positive
TC_7762,Check by filling APPLICANT PAN VERIFICATION and proceed further,Positive
TC_7763,Check by filling IDENTITY DETAILS tab and proceed further,Positive
TC_7764,"Check In case there are errors in the OCR read,that all 12-digits of the Aadhaar number have returned as �XXXX�",Positive
TC_7765,Check If the User clicks on �Save� without updating the last 4 digits,Negative
TC_7766,Check if user clicks on save button with upadting the last 4 digits,Positive
TC_7767,Check by filling CONTACT DETAILS tab,Positive
TC_7768,Check by filling OCCUPATION & EDUCATION DETAILS tab,Positive
TC_7769,Check by filling INVESTMENT / RISK PROFILE tab,Positive
TC_7770,Check by filling NAME DIFFERENCE DECLARATION tab,Positive
TC_7771,Check by filling FATCA / CRS DECLARATION tab,Positive
TC_7772,Check  Preview form and proceed further,Positive
TC_7773,Complete esign for second holder,Positive
TC_7774,Check by filling Live photo capture ,Positive
TC_7775,Check if Liveness status  as PASS,Positive
TC_7776,Check status if face not matched to the face on the ID proof provided in identity details,Positive
TC_7777,Check if user attempts 2 retry,Positive
TC_7778,Check If a User wishes to change captured photo by clicking on change document,Positive
TC_7779,Check whether after clicking live photo user is able to see GPS and Time  ,Positive
TC_7780,Check whether user is able to click on Next button after clicking on ,Positive
TC_7781,Check by filling APPLICANT CONSENT TAB,Positive
TC_7782,Check by filling APPLICATION E-SIGN tab,Positive
TC_7783,Check by filling COMPLETION tab,Positive
TC_7784,Check application form after esign,Positive
TC_7785,Check data in PDF ,Positive
TC_7786,Check whether same application id is displayed in Admin module login,Positive
TC_7787,Check whether same application id is displayed in Checker module login,Positive
TC_7788,Check if changes done by admin are displayed on checker login and vice versa ,Positive
TC_7789,Check whether user is able to see same application ID on checker login  ,Positive
TC_7790,Check user is able to click on investor name,Positive
TC_7791,Check user is able to see distributor/branch details on distributor/branch details panel,Positive
TC_7792,Check user is able to click on next button,Positive
TC_7793,Check user is able to see applicants details in appliant details panel,Positive
TC_7794,Check user is able to see identity details on identity details panel (first holder),Positive
TC_7795,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_7796,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_7797,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_7798,Check user is able to see fataca details on fatca/crs declaration (first holder) panel,Positive
TC_7799,Check user is able to see nominee details on nominee details panel (first holder,Positive
TC_7800,Check user is able to see bank account details on bank details(first holder) panel,Positive
TC_7801,Check user is able to investment details in investment details (first holder) panel,Positive
TC_7802,Check user is able to see fee structure on fee structure (first holder) panel,Positive
TC_7803,Check user is able to see source of investement and PMLA details on panel,Positive
TC_7804,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_7805,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_7806,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_7807,Check user is able to see applicants details in appliant details panel,Positive
TC_7808,Check user is able to see identity details on identity details panel (first holder),Positive
TC_7809,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_7810,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_7811,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_7812,Check user is able to see fatca details on fatca/crs declaration (first holder) panel,Positive
TC_7813,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_7814,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_7815,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_7816,Check whether same application id is displayed in Authsign module login,Positive
TC_7817,Check whether user is able to perform countersign on application by Authsign ,Positive
TC_7818,Check whether same application id is displayed in Trustee module login,Positive
TC_7819,Check whether user is able to perform countersign on application by trustee ,Positive
TC_7820,"Check if user enters number of Applicant as ""3"" then user should be able to select radio buttons for joint or anyone survivor ""Application type and Applicant type details "" panel ",Positive
TC_7821,Check by filling DISTRIBUTOR / MOAMC BRANCH DETAILS and proceed further,Positive
TC_7822,Check by filling APPLICATION TYPE & APPLICANT(S) DETAILS and proceed further,Positive
TC_7823,Check by filling APPLICANT PAN VERIFICATION and proceed further,Positive
TC_7824,Check by filling KYC VERIFICATION and proceed further,Positive
TC_7825,Check by filling IDENTITY DETAILS tab and proceed further,Positive
TC_7826,"Check In case there are errors in the OCR read,that all 12-digits of the Aadhaar number have returned as �XXXX�",Positive
TC_7827,Check If the User clicks on �Save� without updating the last 4 digits,Negative
TC_7828,Check if user clicks on save button with upadting the last 4 digits,Positive
TC_7829,Check by filling CONTACT DETAILS tab,Positive
TC_7830,Check by filling OCCUPATION & EDUCATION DETAILS tab,Positive
TC_7831,Check by filling INVESTMENT / RISK PROFILE tab,Positive
TC_7832,Check by filling NAME DIFFERENCE DECLARATION tab,Positive
TC_7833,Check by filling FATCA / CRS DECLARATION tab,Positive
TC_7834,Check by filling NOMINATION DETAILS? tab,Positive
TC_7835,Check by filling nominee allocation as 100%,Positive
TC_7836,Check by entering nominee as minor ,Positive
TC_7837,Check by filling BANK ACCOUNT DETAILS? tab,Positive
TC_7838,Check vaidation message if user enters invalid data ,Positive
TC_7839,Check by filling INVESTMENT DETAILS? and proceed further,Positive
TC_7840,Check by filling FEE STRUCTURE? and proceed further,Positive
TC_7841,Check by filling  SOURCE OF INVESTMENT & PMLA DETAILS and proceed further,Positive
TC_7842,Check by filling  specimen signature and proceed further,Positive
TC_7843,Check  Preview form and proceed further,Positive
TC_7844,Complete esign for single holder,Positive
TC_7845,Check by filling KYC VERIFICATION details and proceed further,Positive
TC_7846,"Check by filling AADHAAR PAPERLESS E-KYC VALIDATION details only if user selects option as ""yes"" in indentity details panel or contact details panel ",Positive
TC_7847,Check by filling Live photo capture details and proceed further ,Positive
TC_7848,Check if user Capture photo,Positive
TC_7849,Check if user clicks on cancel button,Positive
TC_7850,Check if user clicks on next button,Positive
TC_7851,Check if user clicks on capture,Positive
TC_7852,Check if Liveness status  as PASS,Positive
TC_7853,Check status if face not matched to the face on the ID proof provided in identity details,Positive
TC_7854,Check if user attempts 2 retry,Positive
TC_7855,Check If a User wishes to change captured photo,Positive
TC_7856,Check by filling APPLICANT CONSENT TAB,Positive
TC_7857,Check by filling APPLICATION E-SIGN tab,Positive
TC_7858,Check by filling COMPLETION tab,Positive
TC_7859,Check application form after esign,Positive
TC_7860,"Check whether user is able to see following panel
1. Applicant PAN verification.
2. Identity details
3. Contact details
4. Occupation and Education details.
5. Name difference declaration
6. Fatca / CRS declaration
7. Specimen signature 
8. Preview application ",Positive
TC_7861,Check by filling APPLICANT PAN VERIFICATION and proceed further,Positive
TC_7862,Check by filling IDENTITY DETAILS tab and proceed further,Positive
TC_7863,"Check In case there are errors in the OCR read,that all 12-digits of the Aadhaar number have returned as �XXXX�",Positive
TC_7864,Check If the User clicks on �Save� without updating the last 4 digits,Negative
TC_7865,Check if user clicks on save button with upadting the last 4 digits,Positive
TC_7866,Check by filling CONTACT DETAILS tab,Positive
TC_7867,Check by filling OCCUPATION & EDUCATION DETAILS tab,Positive
TC_7868,Check by filling INVESTMENT / RISK PROFILE tab,Positive
TC_7869,Check by filling NAME DIFFERENCE DECLARATION tab,Positive
TC_7870,Check by filling FATCA / CRS DECLARATION tab,Positive
TC_7871,Check  Preview form and proceed further,Positive
TC_7872,Complete esign for second holder,Positive
TC_7873,Check by filling Live photo capture ,Positive
TC_7874,Check if Liveness status  as PASS,Positive
TC_7875,Check status if face not matched to the face on the ID proof provided in identity details,Positive
TC_7876,Check if user attempts 2 retry,Positive
TC_7877,Check If a User wishes to change captured photo by clicking on change document,Positive
TC_7878,Check whether after clicking live photo user is able to see GPS and Time  ,Positive
TC_7879,Check whether user is able to click on Next button after clicking on ,Positive
TC_7880,Check by filling APPLICANT CONSENT TAB,Positive
TC_7881,Check by filling APPLICATION E-SIGN tab,Positive
TC_7882,Check by filling COMPLETION tab,Positive
TC_7883,Check application form after esign,Positive
TC_7884,Complete esign for third holder,Positive
TC_7885,Check by filling Live photo capture ,Positive
TC_7886,Check if Liveness status  as PASS,Positive
TC_7887,Check status if face not matched to the face on the ID proof provided in identity details,Positive
TC_7888,Check if user attempts 2 retry,Positive
TC_7889,Check If a User wishes to change captured photo by clicking on change document,Positive
TC_7890,Check whether after clicking live photo user is able to see GPS and Time  ,Positive
TC_7891,Check whether user is able to click on Next button after clicking on ,Positive
TC_7892,Check by filling APPLICANT CONSENT TAB,Positive
TC_7893,Check by filling APPLICATION E-SIGN tab,Positive
TC_7894,Check by filling COMPLETION tab,Positive
TC_7895,Check application form after esign,Positive
TC_7896,Check data in PDF ,Positive
TC_7897,Check whether same application id is displayed in Admin module login,Positive
TC_7898,Check whether same application id is displayed in Checker module login,Positive
TC_7899,Check if changes done by admin are displayed on checker login and vice versa ,Positive
TC_7900,Check whether user is able to see same application ID on checker login  ,Positive
TC_7901,Check user is able to click on investor name,Positive
TC_7902,Check user is able to see distributor/branch details on distributor/branch details panel,Positive
TC_7903,Check user is able to click on next button,Positive
TC_7904,Check user is able to see applicants details in appliant details panel,Positive
TC_7905,Check user is able to see identity details on identity details panel (first holder),Positive
TC_7906,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_7907,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_7908,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_7909,Check user is able to see fataca details on fatca/crs declaration (first holder) panel,Positive
TC_7910,Check user is able to see nominee details on nominee details panel (first holder,Positive
TC_7911,Check user is able to see bank account details on bank details(first holder) panel,Positive
TC_7912,Check user is able to investment details in investment details (first holder) panel,Positive
TC_7913,Check user is able to see fee structure on fee structure (first holder) panel,Positive
TC_7914,Check user is able to see source of investement and PMLA details on panel,Positive
TC_7915,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_7916,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_7917,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_7918,Check user is able to see applicants details in appliant details panel,Positive
TC_7919,Check user is able to see identity details on identity details panel (first holder),Positive
TC_7920,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_7921,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_7922,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_7923,Check user is able to see fatca details on fatca/crs declaration (first holder) panel,Positive
TC_7924,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_7925,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_7926,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_7927,Check user is able to see applicants details in appliant details panel,Positive
TC_7928,Check user is able to see identity details on identity details panel (first holder),Positive
TC_7929,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_7930,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_7931,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_7932,Check user is able to see fataca details on fatca/crs declaration (first holder) panel,Positive
TC_7933,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_7934,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_7935,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_7936,Check user is able to see reviewed status,Positive
TC_7937,Check whether same application id is displayed in Authsign module login,Positive
TC_7938,Check whether user is able to perform countersign on application by Authsign ,Positive
TC_7939,Check whether same application id is displayed in Trustee module login,Positive
TC_7940,Check whether user is able to perform countersign on application by trustee ,Positive
TC_7941,"Check if user enters number of Applicant as ""3"" then user should be able to select radio buttons for joint or anyone survivor ""Application type and Applicant type details "" panel ",Positive
TC_7942,Check by filling DISTRIBUTOR / MOAMC BRANCH DETAILS and proceed further,Positive
TC_7943,Check by filling APPLICATION TYPE & APPLICANT(S) DETAILS and proceed further,Positive
TC_7944,Check by filling APPLICANT PAN VERIFICATION and proceed further,Positive
TC_7945,Check by filling KYC VERIFICATION and proceed further,Positive
TC_7946,Check by filling IDENTITY DETAILS tab and proceed further,Positive
TC_7947,"Check In case there are errors in the OCR read,that all 12-digits of the Aadhaar number have returned as �XXXX�",Positive
TC_7948,Check If the User clicks on �Save� without updating the last 4 digits,Negative
TC_7949,Check if user clicks on save button with upadting the last 4 digits,Positive
TC_7950,Check by filling CONTACT DETAILS tab,Positive
TC_7951,Check by filling OCCUPATION & EDUCATION DETAILS tab,Positive
TC_7952,Check by filling INVESTMENT / RISK PROFILE tab,Positive
TC_7953,Check by filling NAME DIFFERENCE DECLARATION tab,Positive
TC_7954,Check by filling FATCA / CRS DECLARATION tab,Positive
TC_7955,"Check by filling NOMINATION DETAILS? as ""NO"" tab",Positive
TC_7956,Check by filling BANK ACCOUNT DETAILS? tab,Positive
TC_7957,Check vaidation message if user enters invalid data ,Positive
TC_7958,Check by filling INVESTMENT DETAILS? and proceed further,Positive
TC_7959,Check by filling FEE STRUCTURE? and proceed further,Positive
TC_7960,Check by filling  SOURCE OF INVESTMENT & PMLA DETAILS and proceed further,Positive
TC_7961,Check by filling  specimen signature and proceed further,Positive
TC_7962,Check  Preview form and proceed further,Positive
TC_7963,Complete esign for single holder,Positive
TC_7964,Check by filling KYC VERIFICATION details and proceed further,Positive
TC_7965,"Check by filling AADHAAR PAPERLESS E-KYC VALIDATION details only if user selects option as ""yes"" in indentity details panel or contact details panel ",Positive
TC_7966,Check by filling Live photo capture details and proceed further ,Positive
TC_7967,Check if user Capture photo,Positive
TC_7968,Check if user clicks on cancel button,Positive
TC_7969,Check if user clicks on next button,Positive
TC_7970,Check if user clicks on capture,Positive
TC_7971,Check if Liveness status  as PASS,Positive
TC_7972,Check status if face not matched to the face on the ID proof provided in identity details,Positive
